pair_key,substance_a_id,substance_b_id,code,status,confidence,risk_score,headline,mechanism_primary_category,evidence_tier,validation_flags,source_refs,source_text
antihypertensives|yopo,yopo,antihypertensives,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lamotrigine|yopo,yopo,lamotrigine,LOW_MOD,low_confidence,low,2,"Lamotrigine currently looks substantially lower-risk than lithium with classic psychedelics, with mostly observational evidence of minimal effect modulation.",seizure_threshold,observational_report,missing_timing;low_confidence,entheogen_interactions_research_update,entheogen-interactions-research-update
ketamine|yopo,yopo,ketamine,THEORETICAL,low_confidence,low,2,An NMDA-antagonist pair with a classic psychedelic suggests glutamate modulation and dissociative synergy rather than a clearly defined toxic syndrome.,glutamate_modulation,theoretical,missing_timing;low_confidence;theoretical_interaction,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|yopo,yopo,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,overview_psilocybin_lsd_mdma_ketamine_2025,source-gap
beta_blockers_ccb|yopo,yopo,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,overview_psilocybin_lsd_mdma_ketamine_2025,source-gap
beta_blockers|yopo,yopo,beta_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,beta_blockers_statpearls,source-gap
calcium_channel_blockers|yopo,yopo,calcium_channel_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lsd|salvia,lsd,salvia,CAUTION,low_confidence,low,3,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.",psychiatric_destabilization,mechanistic_inference,missing_timing;low_confidence,entheogen_interactions_research_update,entheogen-interactions-research-update
kambo|lsd,lsd,kambo,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,overview_psilocybin_lsd_mdma_ketamine_2025,source-gap
lsd|tobacco_rape,lsd,tobacco_rape,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,overview_psilocybin_lsd_mdma_ketamine_2025,source-gap
lsd|ndri_bupropion,lsd,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,classic_psychedelic_ddi_review_2024,source-gap
amphetamine_stims|lsd,lsd,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,classic_psychedelic_ddi_review_2024,source-gap
lsd|methylphenidate,lsd,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,classic_psychedelic_ddi_review_2024,source-gap
cocaine|lsd,lsd,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,classic_psychedelic_ddi_review_2024,source-gap
lsd|mdma_2cx_dox_nbome,lsd,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,classic_psychedelic_ddi_review_2024,source-gap
antipsychotics|lsd,lsd,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,classic_psychedelic_ddi_review_2024,source-gap
antihypertensives|lsd,lsd,antihypertensives,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lamotrigine|lsd,lsd,lamotrigine,LOW_MOD,low_confidence,low,2,"Lamotrigine currently looks substantially lower-risk than lithium with classic psychedelics, with mostly observational evidence of minimal effect modulation.",seizure_threshold,observational_report,missing_timing;low_confidence,entheogen_interactions_research_update,entheogen-interactions-research-update
ketamine|lsd,ketamine,lsd,CAUTION,low_confidence,low,3,"Caution interaction with low confidence, driven by plausible additive dissociation, psychedelic intensification, cardiovascular activation, confusion, and accident risk.",serotonergic_toxicity,mechanistic_inference,missing_timing;low_confidence,ketamine_serotonergic_psychedelics_common_mechanisms_ijnp;ketamine_serotonergic_psychedelics_common_mechanisms_pmc;overview_psilocybin_lsd_mdma_ketamine_2025,Lucy In The Sky With Ketamine Pmc; Ketamine Serotonergic Psychedelics Common Mechanisms Ijnp; Ketamine Serotonergic Psychedelics Common Mechanisms Pmc; Overview Psilocybin Lsd Mdma Ketamine 2025
beta_blockers|lsd,lsd,beta_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,low_confidence;theoretical_interaction,cardiovascular_safety_psychedelic_medicine_2023;human_heart_hallucinogenic_drugs_2024;beta_blockers_statpearls;classic_psychedelic_ddi_review_2024,Cardiovascular safety of psychedelic medicine: current status and future directions; Effects of hallucinogenic drugs on the human heart; Beta Blockers - StatPearls - NCBI Bookshelf; Drug-drug interactions involving classic psychedelics
calcium_channel_blockers|lsd,lsd,calcium_channel_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,low_confidence;theoretical_interaction,cardiovascular_safety_psychedelic_medicine_2023;human_heart_hallucinogenic_drugs_2024;classic_psychedelic_ddi_review_2024,Cardiovascular safety of psychedelic medicine: current status and future directions; Effects of hallucinogenic drugs on the human heart; Beta Blockers - StatPearls - NCBI Bookshelf; Drug-drug interactions involving classic psychedelics
belladonna|salvia,salvia,belladonna,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|salvia,salvia,brugmansia,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|salvia,salvia,kambo,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
salvia|tobacco_rape,salvia,tobacco_rape,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cannabis|salvia,salvia,cannabis,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
salvia|ssri,salvia,ssri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
salvia|snri,salvia,snri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
salvia|tricyclic_ad,salvia,tricyclic_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
maoi_pharma|salvia,salvia,maoi_pharma,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
atypical_ad|salvia,salvia,atypical_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
ndri_bupropion|salvia,salvia,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|salvia,salvia,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
methylphenidate|salvia,salvia,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|salvia,salvia,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
mdma_2cx_dox_nbome|salvia,salvia,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|salvia,salvia,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|salvia,salvia,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lithium|salvia,salvia,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
lamotrigine|salvia,salvia,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
ketamine|salvia,salvia,ketamine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|salvia,salvia,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|salvia,salvia,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|salvia,salvia,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
calcium_channel_blockers|salvia,salvia,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
belladonna|brugmansia,belladonna,brugmansia,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|kambo,belladonna,kambo,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|tobacco_rape,belladonna,tobacco_rape,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
belladonna|cannabis,belladonna,cannabis,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
belladonna|ssri,belladonna,ssri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|snri,belladonna,snri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|tricyclic_ad,belladonna,tricyclic_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|maoi_pharma,belladonna,maoi_pharma,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
atypical_ad|belladonna,belladonna,atypical_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|ndri_bupropion,belladonna,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|belladonna,belladonna,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
belladonna|methylphenidate,belladonna,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
belladonna|cocaine,belladonna,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
belladonna|mdma_2cx_dox_nbome,belladonna,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|belladonna,belladonna,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|belladonna,belladonna,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
belladonna|lithium,belladonna,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|lamotrigine,belladonna,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
belladonna|ketamine,belladonna,ketamine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,ketamine_psychiatric_medication_interactions_ijnp,source-gap
belladonna|clonidine_guanfacine,belladonna,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
belladonna|beta_blockers_ccb,belladonna,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
belladonna|beta_blockers,belladonna,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
belladonna|calcium_channel_blockers,belladonna,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
brugmansia|kambo,brugmansia,kambo,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|tobacco_rape,brugmansia,tobacco_rape,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
brugmansia|cannabis,brugmansia,cannabis,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
brugmansia|ssri,brugmansia,ssri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|snri,brugmansia,snri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|tricyclic_ad,brugmansia,tricyclic_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|maoi_pharma,brugmansia,maoi_pharma,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
atypical_ad|brugmansia,brugmansia,atypical_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|ndri_bupropion,brugmansia,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|brugmansia,brugmansia,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
brugmansia|methylphenidate,brugmansia,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
brugmansia|cocaine,brugmansia,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
brugmansia|mdma_2cx_dox_nbome,brugmansia,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|brugmansia,brugmansia,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|brugmansia,brugmansia,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
brugmansia|lithium,brugmansia,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|lamotrigine,brugmansia,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
brugmansia|ketamine,brugmansia,ketamine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,ketamine_psychiatric_medication_interactions_ijnp,source-gap
brugmansia|clonidine_guanfacine,brugmansia,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|brugmansia,brugmansia,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|brugmansia,brugmansia,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
brugmansia|calcium_channel_blockers,brugmansia,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
kambo|tobacco_rape,kambo,tobacco_rape,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cannabis|kambo,kambo,cannabis,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
kambo|ssri,kambo,ssri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|snri,kambo,snri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|tricyclic_ad,kambo,tricyclic_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|maoi_pharma,kambo,maoi_pharma,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
atypical_ad|kambo,kambo,atypical_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|ndri_bupropion,kambo,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
